frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat of attackers,Activity**,Attacking part,No of comers,Id of comers,Retreat of comers,Activity,Coming and Going back,Retreat of coming and going back,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks,
,,,,,,,,,GYW,R,,W,,GWBl,G,,,,,,,,,,,,
,,,,,,,,,GWY,G,,W,,GBG,R,,,,,,,,,,,,
,,,,,,,,,GWR,G,,L,,RBG,R,,,,,,,,,,,,
,,,,,,,,,GG,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RWB,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RY,G,,H,,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,G,,L,,,,,,,,,,,,,,,
,,,,,,,,,GB,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RR,G,,L,,,,,,,,,,,,,,,
,,,,,,,,,RWBl,G,,L,,,,,,,,,,,,,,,
,,,,,,,,,GWG,,,AB,,,,,,,,,,,,,,,
15,SCSR,2/23/16,10:40 AM,14,110,RWG,1,0,RWG,G,,W,3,RW,G,, -RWG,,WEB,,,,,,0,,
,,,,,,,,,,,,,,GWR,G,, +RWG,,W,,,,,,,,
,,,,,,,,,,,,,,RWBl,R,,,,,,,,,,,,
15,SCSR,2/25/16,3:40 PM,15,35,GY,4,0,GY,G,,W,5,GYR,G,,,,,,,,,,0,,
,,,,,,,,,GWBl,R,,W/T,,GW,R,,,,,,,,,,,,
,,,,,,,,,GYW,R,,AB,,GB,G,,,,,,,,,,,,
,,,,,,,,,RW,R,,H,,GYB,G,,,,,,,,,,,,
,,,,,,,,,,,,,,RWB,R,,,,,,,,,,,,
15,SCSR,3/3/16,2:18 PM,16,12,RR,12,0,RR,R,,H,3,RWB,G,,,,,,,,,,0,,
,,,,,,,,,GBW,G,,W,,GY,G,,,,,,,,,,,,
,,,,,,,,,UNMARKED,G,,W,,RWBl,G,,,,,,,,,,,,
,,,,,,,,,RBl,G,,L,,,,,,,,,,,,,,,
,,,,,,,,,RYW,R,,H,,,,,,,,,,,,,,,
,,,,,,,,,GWY,G,,W,,,,,,,,,,,,,,,
,,,,,,,,,RW,G,,L,,,,,,,,,,,,,,,
,,,,,,,,,GBl,G,,L,,,,,,,,,,,,,,,
,,,,,,,,,GW,G,,H,,,,,,,,,,,,,,,
,,,,,,,,,GYW,G,,T,,,,,,,,,,,,,,,
,,,,,,,,,GYB,R,,AB,,,,,,,,,,,,,,,
15,SCSR,3/8/16,12:40 PM,17,80,UNMARKED,8,0,UNMARKED,R,TP-R,W/H,3,GBl,R,, -RWG,,WEB,,R,,,NA,1,,
,,,,,,,,,UNMARKED,G,,W/T,,GB,R,, -UNMARKED,,,,,,,,,,
,,,,,,,,,RG,R,,L/H,,RBl,R,, -GWBl,,,,,,,,,,
,,,,,,,,,RWG,G,,L,,,,, -RR,,WEB,,,,,,,,
,,,,,,,,,GWBl,G,,L,,,,, +UNMARKED,,,AB,,,,,,,
,,,,,,,,,RR,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,RYB,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,L,,,,,,,,,,,,,,,
15,SCSR,3/9/16,2:40 PM,18,12,RBl,10,0,RBl,R,,L/H,5,UNMARKED,R,, -GYR,,WEB,,,,,,0,,
,,,,,,,,,GYB,UP,,H,,GBW,R,, -GG ,,,,,,,,,,
,,,,,,,,,GBl,UP,,W,,RG,G,, -RBl,,,,,,,,,,
,,,,,,,,,UNMARKED,R,TP-R,W/L,,RR,G,, -UNMARKED,,,,,,,,,,
,,,,,,,,,GG,G,,L,,GWR,G,, -GYB,,,,,,,,,,
,,,,,,,,,GYR,G,,H,,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,R,TP-R,AB,,,,,,,,,,,,,,,
,,,,,,,,,GWBl,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GWB,R,,T,,,,,,,,,,,,,,,
,,,,,,,,,GBG,,,H,,,,,,,,,,,,,,,
15,SCSR,3/10/16,11:45 AM,19,10,UNMARKED,16,0,UNMARKED,G,,H,5,GBl,R,,,,,,,,,,0,,
,,,,,,,,,RR,UP,,L,,GBW,DOWN,,,,,,,,,,,,
,,,,,,,,,RG,UP,,L,,RWBl,G,,,,,,,,,,,,
,,,,,,,,,UNMARKED,G,,NA,,GBG,R,,,,,,,,,,,,
,,,,,,,,,UNMARKED,G,,NA,,GYB,R,,,,,,,,,,,,
,,,,,,,,,UNMARKED,G,,NA,,,,,,,,,,,,,,,
,,,,,,,,,RWG,G,,L,,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,RBl,UP,,H,,,,,,,,,,,,,,,
,,,,,,,,,GWB,G,,L,,,,,,,,,,,,,,,
,,,,,,,,,RYW,UP,,W,,,,,,,,,,,,,,,
,,,,,,,,,GB,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GWBl,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RYB,,,AN,,,,,,,,,,,,,,,
,,,,,,,,,GYR,,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GWG,,,L,,,,,,,,,,,,,,,
15,SCSR,3/12/16,2:10 PM,20,3,RR,10,0,RR,G,,AN,2,GYB,R,, -RR,,,,,,,,0,,
,,,,,,,,,GWR,G,,H,,UNMARKED,R,, +RR,,,AB,,,,,,,
,,,,,,,,,RG,G,,AB,,,,, -RBl,,,,,,,,,,
,,,,,,,,,RBl,G,,AB,,,,, +RBl,,TP-G,W,,,,,,,
,,,,,,,,,RWBl,G,,W,,,,,,,,,,,,,,,
,,,,,,,,,GWB,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RYB,R,,W,,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,R,,T,,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,R,,W,,,,,,,,,,,,,,,
,,,,,,,,,GWBl,R,,H,,,,,,,,,,,,,,,
15,SCSR,3/13/16,1:30 PM,21,22,RG,11,0,RG,R,,AN,3,UNMARKED,G,, -UNMARKED,,,,,,,,0,,
,,,,,,,,,GYR,UP,,L,,GWB,G,, -UNMARKED,,,,,,,,,,
,,,,,,,,,GYB,G,,W,,RYB,R,, +UNMARKED,L,,,,,,,,,
,,,,,,,,,GB,G,,AB,,,,, -GWR,,,H,,,,,,,
,,,,,,,,,UNMARKED,R,,L,,,,, +GWR,,,,,,,,,,
,,,,,,,,,UNMARKED,,,L,,,,,,,,,,,,,,,
,,,,,,,,,RY,UP,,L,,,,,,,,,,,,,,,
,,,,,,,,,GWR,UP,,W,,,,,,,,,,,,,,,
,,,,,,,,,GWBl,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RYW,UP,,L,,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,G,,AB,,,,,,,,,,,,,,,
15,SCSR,3/15/16,2:15 PM,22,21,UNMARKED,11,0,UNMARKED,R,,AN,5,GW,R,, -RY,,,,,,,,0,,
,,,,,,,,,UNMARKED,UP,,L,,UNMARKED,R,, -RYW,,WEB,,,,,,,,
,,,,,,,,,GYR,UP,,L/H,,RYR,UP,, +RYW,,,,,,,,,,
,,,,,,,,,RY,R,,L,,RWB,G,,,,,H,,,,,,,
,,,,,,,,,GG,UP,,L,,GWR,R,,,,,,,,,,,,
,,,,,,,,,GB,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,RYB,UP,,L,,,,,,,,,,,,,,,
,,,,,,,,,RBl,R,,W,,,,,,,,,,,,,,,
,,,,,,,,,RYW,,,AN,,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GWBl,,,AB,,,,,,,,,,,,,,,
15,SCSR,3/16/16,NA,23,8,GW,9,0,GW,R,,AB,5,GBl,R,WEB, -GW,,,,,,,,0,,
,,,,,,,,,UNMARKED,R,,L/T,,GBR,R,, -RW,,,,,,,,,,
,,,,,,,,,RBl,R,,W/T,,GG,G,, -RBl,,,,,,,,,,
,,,,,,,,,RW,R,,L,,GWB,G,, +RBl,,,,,,,,,,
,,,,,,,,,UNMARKED,G,,L,,UNMARKED,G,,,,,,,,,,,,
,,,,,,,,,GWBl,G,,AN/H,,,,,,,,,,,,,,,
,,,,,,,,,GWG,R,,AB/T,,,,,,,,,,,,,,,
,,,,,,,,,RBR,R,,W/AB,,,,,,,,,,,,,,,
,,,,,,,,,GYB,,,,,,,,,,,,,,,,,,
15,SCSR,3/18/16,12:00 PM,24,32,UNMARKED,6,0,UNMARKED,UP,,H,5,RYB,G,, -GBR,,,,,,,,0,,
,,,,,,,,,UNMARKED,UP,WEB,AB,,RBl,R,, -RWG,,,,,,,,,,
,,,,,,,,,GW,R,,W,,RBR,R,, -GW,,,,,,,,,,
,,,,,,,,,RWG,G,,T,,GWR,R,, +RWG,,,AB,,,,,,,
,,,,,,,,,GBR,G,,L,,UNMARKED,UP,, -RWG,,,,,,,,,,
,,,,,,,,,GYR,G,,L,,,,, -GYR,,,,,,,,,,
,,,,,,,,,,,,,,,,, -RWG,,,AB,,,,,,,
,,,,,,,,,,,,,,,,, +GYR,,,L,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
