frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks,
,,,,,,,,,RYG,R,,T,,,,,,,,,,,,,,,
,,,,,,,,,GYR,R,TP-R,L,,,,,,,,,,,,,,,
7,DC,4/1/16,3:59PM,14,24,RWBl,6,,RWBl,UP,WEB,L,1,GYR,R,,,,,,,,,,0,,
,,,,,,,,,GYG,G,,W,,,,,,,,,,,,,,,
,,,,,,,,,GYB,G,,W,,,,,,,,,,,,,,,
,,,,,,,,,GWG,G,,H,,,,,,,,,,,,,,,
,,,,,,,,,RYR,G,TP-G,L,,,,,,,,,,,,,,,
,,,,,,,,,RY,R,,L,,,,,,,,,,,,,,,
7,DC,4/4/16,10:15AM,15,9,RBR,5,,RBR,UP,,AN,2,RWY,R,, -RBR,,,,,,,,0,,
,,,,,,,,,GG,R,,L,,GWY,R,, -GG,,WEB,,,,,,,,
,,,,,,,,,GYR,G,,H,,,,, +GG,,,H,,,,,,,
,,,,,,,,,GWB,R,,W,,,,, +RBR,,,T,,,,,,,
,,,,,,,,,GBR,R,,L,,,,, -GWB,,WEB,,,,,,,,
,,,,,,,,,,,,,,,,, -GYR,,WEB,,,,,,,,
