frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat of attackers,Activity**,Attacking part,No of comers,Id of comers,Retreat of comers,Activity,Coming and Going back,Retreat of coming and going back,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks,
,,,,,,,,,GYG,G,TP-G,AB,,RR,G,,,,,,,,,,,,
,,,,,,,,,RW,R,,T,,,,,,,,,,,,,,,
,,,,,,,,,GWY,G,,,,,,,,,,,,,,,,,
,,,,,,,,,GBR,R,,H,,,,,,,,,,,,,,,
,,,,,,,,,RBY,R,,H,,,,,,,,,,,,,,,
25,DC,4/22/16,3:00 PM,9,46,GW,9,0,GW,R,TP-R,W,1,RW,G,, -GWR,,,,R,,,NA,3,,
,,,,,,,,,GYG,R,,T/AB,,,,, -R,,,,,,,,,,
,,,,,,,,,GWR,R,,AB,,,,, +GWY,,,,,,,,,,
,,,,,,,,,RG,R,,AB,,,,, -GYG,,,H,,,,,,,
,,,,,,,,,GWY,G,TP-G,AN,,,,, -GW,,,,,,,,,,
,,,,,,,,,RWR,R,,T/L,,,,, +GW,,,,,,,,,,
,,,,,,,,,GBR,R,TP-R,L/AB,,,,, +GYG,,,H,,,,,,,
,,,,,,,,,R_,G,,H,,,,, -GBR,,,,,,,,,,
,,,,,,,,,GR,R,,T,,,,,,,,,,,,,,,
25,DC,4/22/16,3:55 PM,10,14,GW,8,0,GW,R,TP-R,L,2,GR,R,, -RWR,,,,,,,,0,,
,,,,,,,,,RWR,G,,H,,RYG,G,, -GW,R,,,,,,,,,
,,,,,,,,,RWY,G,TP-G,H,,,,,,,,,,,,,,,
,,,,,,,,,R_,G,,LE,,,,,,,,,,,,,,,
,,,,,,,,,RBY,R,TP-R/WEB,AN,,,,,,,,,,,,,,,
,,,,,,,,,GWY,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GBW,R,TP-R,W/AN,,,,,,,,,,,,,,,
,,,,,,,,,GBR,R,,L/T,,,,,,,,,,,,,,,
25,DC,4/23/16,11:57 AM,11,8,RWR,6,0,RWR,R,,T,4,RBY,R,, -RWBl,,,,R,180,,NA,2,,
,,,,,,,,,RWG,R,TP-R,AB,,GYR,R,, -GYR,,,,,,,,,,
,,,,,,,,,GYG,G,,AN,,GW,G,, +GYR,,,T,,,,,,,
,,,,,,,,,RWBl,R,,,,GWG,R,WEB,,,,,,,,,,,
,,,,,,,,,RBW,R,,H/AN,,,,,,,,,,,,,,,
,,,,,,,,,GWY,R,,AB,,,,,,,,,,,,,,,
25,DC,4/23/16,1:43 PM,12,7,RWBl,4,0,RWBl,R,TP-R,AB/L/H,5,RYG,G,, -GBR,,,,R,180,,NA,1,,
,,,,,,,,,RBY,G,TP-G,AB/H,,RYB,G,,,,,,,,,,,,
,,,,,,,,,RW,G,,AB,,RWR,G,,,,, ,,,,,,,
,,,,,,,,,GBR,R,,W,,GWR,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GYG,R,,,,,,,,,,,,
25,DC,4/23/16,2:20 PM,13,14,GYG,9,0,GYG,R,TP-R,AN/H/T,0,,,, -GW,,,,R,,,NA,1,,
,,,,,,,,,GW,G,TP-G,H,,,,, -RWY,,,,,,,,,,
,,,,,,,,,RWY,G,,AB,,,,, -GYR,,,,,,,,,,
,,,,,,,,,GYR,R,,H/T,,,,, -RYB,,,,,,,,,,
,,,,,,,,,RWR,G,,AB,,,,, +RWY,,,T,,,,,,,
,,,,,,,,,RYB,G,,AB/H,,,,, +GYR,,,T,,,,,,,
,,,,,,,,,RWG,R,TP-R,L,,,,, +GW,,,T,,,,,,,
,,,,,,,,,RWBl,,,H,,,,, -GW,,,,,,,,,,
,,,,,,,,,GBR,R,,AB,,,,, -RWY,,,,,,,,,,
,,,,,,,,,,,,,,,,, +GYR,,,,,,,,,,
,,,,,,,,,,,,,,,,, -GYR,,,,,,,,,,
,,,,,,,,,,,,,,,,, +GYR,,,,,,,,,,
,,,,,,,,,,,,,,,,, +RWG,,,AB,,,,,,,
,,,,,,,,,,,,,,,,, -RWR,,,,,,,,,,
,,,,,,,,,,,,,,,,, -GYG,,,,,,,,,,
25,DC,4/23/16,3:45 PM,14,6,RWBl,5,0,RWBl,R,,AB/T,4,GBW,G,, -RG,,,,G,180,,NA,2,,
,,,,,,,,,RW,G,TP-G,AN,,RWR,G,, -RWBl,,,,,,,,,,
,,,,,,,,,GY,R,,,,GR,R,, -GY,,,,,,End time of pulling NA,,,,
,,,,,,,,,RWY,G,TP-G,T/H,,RB,R,, -RG,,,,,,,,,,
,,,,,,,,,RG,G,,L,,,,, +RWBl,,,AB,,,,,,,
,,,,,,,,,,,,,,,,, +RG,,,AB,,,,,,,
25,DC,4/24/16,4:22 PM,15,13,RBY,7,0,RBY,R,,H,2,GY,G,, -RYB,R,,,,,,,0,,
,,,,,,,,,RYB,R,,L,,RWBl,R,, -GW,R,,,,,,,,,
,,,,,,,,,RBW,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,RWR,G,TP-R,T,,,,,,,,,,,,,,,
,,,,,,,,,GW,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,TP-R,AN,,,,,,,,,,,,,,,
,,,,,,,,,RWY,G,,AB,,,,,,,,,,,,,,,
