frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat of attackers,Activity**,Attacking part,No of comers,Id of comers,Retreat of comers,Activity,Coming and Going back,Retreat of coming and going back,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks,
16,DC,2/13/16,12:40 PM,4,42,RBl,3,0,RBl,R,TP-R,AN/H/AB,3,GWY,G,,,,,,R,,,686,4,,
,,,,,,,,,RWB,R,TP-R,L,,GBW,R,,,,,,,,,,,,
,,,,,,,,,GWR,R,,,,GWB,G,,,,,,,,,,,,
16,DC,2/15/16,2:45 PM,5,220,RYBl,4,0,RYBl,R,,AN,9,GBY,G,, -GWBl,,,,R,600,,NA,3,,
,,,,,,,,,RBR,R,TP-R,W,,GYBl,R,,,,,,,,,,,,
,,,,,,,,,RBG,R,,L,,GWB,G,,,,,,,,,,,,
,,,,,,,,,GWBl,R,,AB,,GBR,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GYW,G,,,,,,,,,,,,
,,,,,,,,,,,,,,GW,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GYB ,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GYG,R,,,,,,,,,,,,
,,,,,,,,,,,,,,RBl,R,,,,,,,,,,,,
16,DC,2/16/16,3:30 PM,6,333,RYR,3,0,RYR,R,,L/T,9,RBR,R,,,,,,R,,,NA,1,,
,,,,,,,,,RB,G,,L,,GW,R,,,,,,,,,,,,
,,,,,,,,,GWBl,R,,W,,GYR,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GY ,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GWG,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GYG,G,,,,,,,,,,,,
,,,,,,,,,,,,,,GWY,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GBY,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GG,R,,,,,,,,,,,,
16,DC,2/17/16,11:05 AM,7,260,RWB,9,0,RWB,R,,W,4,GYR,G,, -RYW,,WEB,,,,,,0,,
,,,,,,,,,RYW,R,,AB/L,,RYB,R,, +RYW, ,,W,,,,,,,
,,,,,,,,,RWBl,R,,AB,,RY,R,, -GWG,R,,,,,,,,,
,,,,,,,,,RB,R,,L,,GWB,R,,,,,,,,,,,,
,,,,,,,,,RBW,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,GY,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,RBY,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GYB,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,GWG,R,,?,,,,,,,,,,,,,,,
16,DC,2/18/16,2:15 PM,8,8,RY,7,0,RY,R,,L,3,GG,R,,,,,,,,,,0,,
,,,,,,,,,GBl,R,,AB,,RBR,R,,,,,,,,,,,,
,,,,,,,,,RR,R,,T,,GYBl,R,,,,,,,,,,,,
,,,,,,,,,GWB,G,,L,,,,,,,,,,,,,,,
,,,,,,,,,RB,R,,T,,,,,,,,,,,,,,,
,,,,,,,,,GW,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RW,R,,L,,,,,,,,,,,,,,,
16,DC,2/19/16,3:30 PM,9,60,RYR,3,0,RYR,G,,W,1,GW,R,, -RYR,,WEB,,,,,,0,,
,,,,,,,,,RWB,G,TP-R/WEB,L,,,,,,,,,,,,,,,
,,,,,,,,,GWB,G,,H,,,,,,,,,,,,,,,
16,DC,2/20/16,12:37 PM,10,80,RYB,2,0,RYB,G,TP-G,H,,,,,,,,,,,,,0,,
,,,,,,,,,RW,G,,,,,,,,,,,,,,,,,
16,DC,2/22/16,2:48 PM,11,6,GYR,6,0,GYR,,,T,6,GB,G,,,,,,,,,,0,,
,,,,,,,,,RWY,,,L,,GW,G,,,,,,,,,,,,
,,,,,,,,,RW,,,H,,RBR,G,,,,,,,,,,,,
,,,,,,,,,RR,,,W,,GYBl,R,,,,,,,,,,,,
,,,,,,,,,RBG,,,H,,RB,R,,,,,,,,,,,,
,,,,,,,,,RWB,,,AB,,GBW,R,,,,,,,,,,,,
16,DC,2/23/16,1:00 PM,12,22,RWG,7,0,RWG,G,TP-G,H,3,RWB,R,,,,,,,,,,0,,
,,,,,,,,,RWY,R,,L,,RBY,R,,,,,,,,,,,,
,,,,,,,,,RYBl,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GW,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RYW,G,,H,,,,,,,,,,,,,,,
,,,,,,,,,RB,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,GB,G,,AB,,,,,,,,,,,,,,,
16,DC,2/25/16,4:15 PM,13,3,RY,7,0,RY,G,,H,2,GG,R,,,,,,,,,,0,,
,,,,,,,,,RR,G,,AB,,GYW,R,,,,,,,,,,,,
,,,,,,,,,RYW,G,,H,,,,,,,,,,,,,,,
,,,,,,,,,GW,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RYR,R,,T,,,,,,,,,,,,,,,
,,,,,,,,,RWB,R,,H,,,,,,,,,,,,,,,
,,,,,,,,,RWBl,G,,AB,,,,,,,,,,,,,,,
16,DC,2/26/16,4:20 PM,14,32,RB,8,0,RB,R,,AB,6,GWG,G,, -RB,,,,,,,,0,,
,,,,,,,,,RY,G,,T,,RBG,G,, -GYG,,,,,,,,,,
,,,,,,,,,RYB,G,,H,,GG,G,,,,,,,,,,,,
,,,,,,,,,GR,R,,AB,,RWB,R,,,,,,,,,,,,
,,,,,,,,,GYG,R,,L,,RBY,R,,,,,,,,,,,,
,,,,,,,,,GYW,G,,H,,RYR,G,,,,,,,,,,,,
,,,,,,,,,RYBl,R,,T,,,,,,,,,,,,,,,
,,,,,,,,,RBR,G,,T,,,,,,,,,,,,,,,
16,DC,27/2/2016,11:55 PM,15,28,GYG,8,0,GYG,G,,H,6,RBG,G,, -GYG,,,,R,,,343,4,,
,,,,,,,,,RWBl,R,,AB,,GWG,R,, -RWBl,,,,,,,,,,
,,,,,,,,,RW,R,,W,,GB,G,, -RW ,,,,,,,,,,
,,,,,,,,,RR,R,TP-R,W/T,,GWB,R,, -RYBl,,,,,,,,,,
,,,,,,,,,RYBl,R,,AB,,RYB,G,, -GG,,,,,,,,,,
,,,,,,,,,RBR,R,,H,,GR,R,, +GG,,,,,,,,,,
,,,,,,,,,GBR,,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,L,,,,,,,,,,,,,,,
