frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
,,,,,,,,,RYB,,,AB,,,,,,,,,,,,,,
,,,,,,,,,GW,,,H,,,,,,,,,,,,,,
,,,,,,,,,RBG,,,L,,,,,,,,,,,,,,
,,,,,,,,,RBR,,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYW,R,,H,,,,,,,,,,,,,,
,,,,,,,,,GBW,DOWN,,L,,,,,,,,,,,,,,
,,,,,,,,,RG,,,AB,,,,,,,,,,,,,,
,,3/15/16,10:42 am,6,8,GWG,13,,GWG,UP,,L,6,GBl,R,, -RWR,,,, - ,,,,0,
,,,,,,,,,RYR,R,,W,,RW,R,,,,,,,,,,,
,,,,,,,,,RB,G,,W,,GYR,R,,,,,,,,,,,
,,,,,,,,,RWR,DOWN,,AN,,GG,R,,,,,,,,,,,
,,,,,,,,,RBR,UP,,T,,RYB,G,,,,,,,,,,,
,,,,,,,,,RBG,R,,H,,GBG,G,,,,,,,,,,,
,,,,,,,,,GR,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GWB,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GWR,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYBl,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,UNMARKED,DOWN,,L,,,,,,,,,,,,,,
,,,,,,,,,RY,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RYB,,,T,,,,,,,,,,,,,,
,,3/16/16,10:25 am,7,11,UNMARKED,5,,UNMARKED,R,,W,1,UNMARKED,R,,,,,, - ,,,,0,
,,,,,,,,,GW,UP,,AB,,,,,,,,,,,,,,
,,,,,,,,,RW,UP,,H,,,,,,,,,,,,,,
,,,,,,,,,GBY,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYBl,R,,AB,,,,,,,,,,,,,,
,,3/18/16,12:40 pm,8,4,RWB,11,0,RWB,G,,AB,8,RBR,R,,,,,,,,,,0,
,,,,,,,,,RY,G,,H,,RBW,R,,,,,,,,,,,
,,,,,,,,,RWY,R,,T,,GYB,R,,,,,,,,,,,
,,,,,,,,,GBG,R,,T,,RYB,R,,,,,,,,,,,
,,,,,,,,,GR,R,,W,,GYR,R,,,,,,,,,,,
,,,,,,,,,RWBl,R,,W,,GW,G,,,,,,,,,,,
,,,,,,,,,GG,G,,L,,RWB,R,,,,,,,,,,,
,,,,,,,,,RYW,G,,L,,RYBl,R,,,,,,,,,,,
,,,,,,,,,GB,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GYB,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYBl,R,,H,,,,,,,,,,,,,,
,,3/21/16,3:22 pm,9,3,RBR,14,,RBR,UP,,,4,RYBl,R,,,,,,,,,,0,
,,,,,,,,,GYW,R,,L,,GB,G,,,,,,,,,,,
,,,,,,,,,RWG,,,H,,GW,G,,,,,,,,,,,
,,,,,,,,,RWB ,R,,W,,GWG,G,,,,,,,,,,,
,,,,,,,,,GYG,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYR,,,L,,,,,,,,,,,,,,
,,,,,,,,,RBG,,,L,,,,,,,,,,,,,,
,,,,,,,,,RB,,,L,,,,,,,,,,,,,,
,,,,,,,,,GYB,,,AB,,,,,,,,,,,,,,
,,,,,,,,,GWBl,,,W,,,,,,,,,,,,,,
,,,,,,,,,GG,,,L,,,,,,,,,,,,,,
,,,,,,,,,RYG,,,H,,,,,,,,,,,,,,
,,,,,,,,,RR,,,T,,,,,,,,,,,,,,
,,,,,,,,,GYBl,,,L,,,,,,,,,,,,,,
,,3/22/16,2:40 pm,10,8,RYW,5,0,RYW,R,,H,5,GB,G,, -RWB,,WEB,, -,,,,0,
,,,,,,,,,GWB,G,,W/T,,RR,R,,,,,,,,,,,
,,,,,,,,,RWY,R,,L/AB,,GW,G,,,,,,,,,,,
,,,,,,,,,RWB,G,,L,,RWG,G,,,,,,,,,,,
,,,,,,,,,RYBl,R,,AN/T,,GWG,G,,,,,,,,,,,
,,3/23/16,10:03 am,11,10,RW,8,0,RW,G,,L,2,RWB,R,, -RB,,,, -,,,,0,
,,,,,,,,,GG,R,TP-R,W/AB,,RYW,G,, -RR,,,,,,,,,
,,,,,,,,,GBY,R,,H,,,,, -RW,,,,,,,,,
,,,,,,,,,RR,G,,L,,,,, -GBY,,,,,,,,,
,,,,,,,,,RBY,G,TP-G,W/T,,,,, +RR,,,H,,,,,,
,,,,,,,,,RB,R,,H,,,,,,,,,,,,,,
,,,,,,,,,GWG,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GWB,,,T,,,,,,,,,,,,,,
,,3/24/16,12:27 pm,12,11,RWR,10,0,RWR,R,,L/AN,1,RR,R,,,,,, - ,,,,0,
,,,,,,,,,GWB,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GWG,G,,W,,,,,,,,,,,,,,
,,,,,,,,,RYG,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GBY,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GY,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RWG,R,,L/H,,,,,,,,,,,,,,
,,,,,,,,,GBW,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GW,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RWB,,,T,,,,,,,,,,,,,,
,,3/25/16,11:42 am,13,10,GBW,11,0,GBW,R,,L,0,,,, ,,,, -,,,,0,
,,,,,,,,,RBY,R,,AN,,,,,,,,,,,,,,
,,,,,,,,,RWR,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GWR,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GWBl,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYW,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RR,R,,W,,,,,,,,,,,,,,
,,,,,,,,,RB,G,,AN,,,,,,,,,,,,,,
,,,,,,,,,RWG,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RWB,,,T,,,,,,,,,,,,,,
,,,,,,,,,GYG,,,AB,,,,,,,,,,,,,,
,,3/26/16,11:55 am,14,32,RWY,9,0,RWY,R,,L,2,RWB,R,, -RR,,,, -,,,,0,
,,,,,,,,,GBY,G,,H,,GWB,R,, +RR,,,,,,,,,
,,,,,,,,,RW,G,WEB,W,,,,, -GBl,,,,,,,,,
,,,,,,,,,RR,DOWN,,L,,,,,,,,,,,,,,
,,,,,,,,,RYG,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GYW,G,,W,,,,,,,,,,,,,,
,,,,,,,,,RYW,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GBl,,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYG,G,,W,,,,,,,,,,,,,,
,,3/28/16,11:00 am,15,40,GYR,10,,GYR,G,,W,3,RYBl,G,, -RR,,,, - ,,,,0,
,,,,,,,,,RR,G,,W,,RWBl,R,, +RR,,,L,,,,,,
,,,,,,,,,RYBl,G,,W,,GWG,UP,, -RWR,,,,,,,,,
,,,,,,,,,RYW,R,,T,,,,, -GBl,,WEB,,,,,,,
,,,,,,,,,RBR,G,,L,,,,, -RY,,,,,,,,,
,,,,,,,,,RY,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYR,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RYB,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GBl,G,,T,,,,,,,,,,,,,,
,,,,,,,,,RWR,R,,L,,,,,,,,,,,,,,
,,3/31/16,3:44 pm,16,10,RYB,7,,RYB,R,,L/T,4,RWB,G,, -RWG,,,,,,,,0,
,,,,,,,,,RWG,R,,W,,GWR,G,, -GR,,,,,,,,,
,,,,,,,,,GR,R,,L,,GWBl,G,, +GR,,,L,,,,,,
,,,,,,,,,GWB,G,,W,,RB,R,, -GWB,,,,,,,,,
,,,,,,,,,RWY,G,,L,,,,, +GWB,,,AB,,,,,,
,,,,,,,,,RYG,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RYR,G,,H,,,,,,,,,,,,,,
,,4/1/16,11.15AM,17,20,RWG,11,,RWG,UP,,L,0,,,,,,,,,,,,0,
,,,,,,,,,RBR,UP,,H/AN,,,,,,,,,,,,,,
,,,,,,,,,GBl,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GBW,G,,W,,,,,,,,,,,,,,
,,,,,,,,,GWB,G,,AB/T,,,,,,,,,,,,,,
,,,,,,,,,RYW,G,,AN,,,,,,,,,,,,,,
,,,,,,,,,RYR,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GB,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RWY,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GWR,G,,H,,,,,,,,,,,,,,
,,,,,,,,,RB,G,,H,,,,,,,,,,,,,,
,,4/1/16,3.20 PM,18,50,RBR,7,,RBR,R,,L,1,RBY,G,,,,,,,,,,0,
,,,,,,,,,RWB,UP,,W,,,,,,,,,,,,,,
,,,,,,,,,RBY,UP,,W,,,,,,,,,,,,,,
,,,,,,,,,GBl,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RWY,R,,W,,,,,,,,,,,,,,
,,,,,,,,,RYG,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GWB,R,,AB,,,,,,,,,,,,,,
,,4/42016,11:04AM,19,3,RBR,6,,RBR,UP,,H,0,,,,,,,,,,,,0,
,,,,,,,,,RWB,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GB,G,,W,,,,,,,,,,,,,,
,,,,,,,,,GR,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RWY,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RBY,R,,AB,,,,,,,,,,,,,,
,,4/5/16,2:51PM,20,15,RBY,4,,RBY,UP,,L,3,RYR,R,,,,,,,,,,0,
,,,,,,,,,RWY,UP,,L,,RBG,G,,,,,,,,,,,
,,,,,,,,,RBR,G,,L,,RB,,,,,,,,,,,,
,,,,,,,,,GR,R,,L,,,,,,,,,,,,,,
,,4/7/16,11:27AM,21,15,RWB,3,,RWB,R,,T,0,,,,,,,,,,,,0,
,,,,,,,,,RBR,G,,AN,,,,,,,,,,,,,,
,,,,,,,,,RWY,G,,AN,,,,,,,,,,,,,,
,,4/8/16,2.22PM,22,20,RBR,2,,RBR,G,,W/H,1,RWB,R,,,,,,,,,,0,
,,,,,,,,,RWY,G,,AN/L,,,,,,,,,,,,,,
,,4/13/16,3:25PM,23,40,RBR,3,,RBR,R,,AN/H,0,,,,,,,,,,,,0,
,,,,,,,,,RWY,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RWB,R,,L,,,,,,,,,,,,,,
,,4/14/16,12:30PM,24,6,RBR,1,,RBR,R,WEB,AN,0,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
