frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
,,,,,,,,67,GYG,R,,AN,,GBG,G,, +GYG,,,L,,,,,,
,,,,,,,,171,RWB,G,,L,,,,, +GWR,,,L,,,,,,
,,,,,,,,251,GWBl,G,,L,,,,,,,,,,,,,,
,,2/23/16,11:00 am,9,58,GBY,4,0,GBY,G,TP-G,W,1,RBR,G,,,,,,,,,,0,
,,,,,,,,,RWG,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RYR,G,,H,,,,,,,,,,,,,,
,,,,,,,,,RYG,G,WEB,W,,,,,,,,,,,,,,
,,2/26/16,2:38 pm,10,12,GYW,9,,GYW,R,,AB,2,GW,R,,,,,, - ,,,,0,
,,,,,,,,,RYR,R,,L,,RBW,R,WEB,,,,,,,,,,
,,,,,,,,,GBY,R,,W,,,,,,,,,,,,,,
,,,,,,,,,GBW,R,,H,,,,,,,,,,,,,,
,,,,,,,,,GYR,G,,T,,,,,,,,,,,,,,
,,,,,,,,,GYB,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GWBl,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RWB,G,WEB,L,,,,,,,,,,,,,,
,,,,,,,,,RYG,R,,AB,,,,,,,,,,,,,,
,,2/29/16,12:10 pm,11,10,RYR,13,,RYR,G,,L/AB,3,GB,R,,,,,,,,,,0,
,,,,,,,,,GWBl,G,,H/AB,,RYR,G,,,,,,,,,,,
,,,,,,,,,RYG,G,,T,,GYG,G,,,,,,,,,,,
,,,,,,,,,GBY,G,,T,,GWR,G,,,,,,,,,,,
,,,,,,,,,RB,R,,H,,RWY,G,WEB,,,,,,,,,,
,,,,,,,,,GYR,G,,W,,,,,,,,,,,,,,
,,,,,,,,,RR,G,,H/T,,,,,,,,,,,,,,
,,,,,,,,,GWG,G,,T,,,,,,,,,,,,,,
,,,,,,,,,RWG,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GYW,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GYB,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYG,G,,T,,,,,,,,,,,,,,
,,,,,,,,,GY,G,,W,,,,,,,,,,,,,,
,,3/2/16,3:46 pm,12,25,RYG,7,,RYG,G,,L,2,GBl,G,,,,,,,,,,0,
,,,,,,,,,RR,G,,W,,GYW,G,WEB,,,,,,,,,,
,,,,,,,,,GB,G,TP-G,H,,,,,,,,,,,,,,
,,,,,,,,,GYR,G,,H,,,,,,,,,,,,,,
,,,,,,,,,RWY,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GBY,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GY,G,,AB,,,,,,,,,,,,,,
,,3/3/16,10:15 am,13,4,GWG,10,,GWG,G,,L,3,RBR,R,,,,,,,,,,0,
,,,,,,,,,GYG,R,,W,,GYBl,G,,,,,,,,,,,
,,,,,,,,,RWB,G,,L,,RR,R,,,,,,,,,,,
,,,,,,,,,RYG,R,,L/AB,,,,,,,,,,,,,,
,,,,,,,,,GW,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RW,R,,W,,,,,,,,,,,,,,
,,,,,,,,,RBY,G,,H,,,,,,,,,,,,,,
,,,,,,,,,RY,G,,T,,,,,,,,,,,,,,
,,,,,,,,,GWBl,,,W,,,,,,,,,,,,,,
,,,,,,,,,RWY,,,,,,,,,,,,,,,,,
,,3/4/16,10:40 am,14,5,GWG,9,0,GWG,R,,L,2,RYG,G,,,,,,,,,,0,
,,,,,,,,,RR,R,,W,,GWR,G,,,,,,,,,,,
,,,,,,,,,GY,G,,L,, ,,,,,,,,,,,,
,,,,,,,,,RBW,G,,L,,,,,,,,,,,,,,
,,,,,,,,,R_,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GYR,G,,L/T,,,,,,,,,,,,,,
,,,,,,,,,RYR,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GW,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYW,G,,L/W,,,,,,,,,,,,,,
,,3/5/16,2:40 pm,15,25,RWG,15,0,RWG,G,WEB,L,0,,,, -GW,,,, -,,,,0,
,,,,,,,,,RBW,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GW,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RWB,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GWG,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GYR,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYG,G,,AB/L,,,,,,,,,,,,,,
,,,,,,,,,RR,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RBR,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GBG,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GY,G,WEB,AB,,,,,,,,,,,,,,
,,,,,,,,,RB,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GWR,,,AB,,,,,,,,,,,,,,
,,,,,,,,,RW,G,,AB,,,,,,,,,,,,,,
,,3/8/16,6:15 pm,16,32,RBR,5,0,RBR,R,TP-G,H,4,GWBl,G,, -RBR,,,,R,,,,3,
,,,,,,,,,GWG,R,,L,,GB,G,, -GWG,,,,,,,,,
,,,,,,,,,GYBl,R,,L,,GY,R,, -GYBl,,,,,,,,,
,,,,,,,,,RR,G,TP-G,T,,GYW,R,,,,,,,,,,,
,,,,,,,,,RBW,,,T,,,,,,,,,,,,,,
,,3/9/16,10:00 am,17,34,RR,7,0,RR,G,TP-G,AN,2,GYW,G,, -UNMARKED,,,,,,,,0,
,,,,,,,,,RB,R,,W,,GYBl,G,, +UNMARKED,,,,,,,,,
,,,,,,,,,UNMARKED,G,,H,,,,, -RYR,,,,,,,,,
,,,,,,,,,GYR,G,,W,,,,, +RYR,,,W,,,,,,
,,,,,,,,,RBY,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RYR,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RBW,R,,T,,,,,,,,,,,,,,
,,3/10/16,4:00 pm,18,20,GYR,6,0,GYR,G,,W,1,RBW,G,, -RYR,,,,,300,,,2,
,,,,,,,,,RYG,G,TP-R,L,,,,, -GYR,,,,,,,,,
,,,,,,,,,RWB,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GYG,G,TP-G,W,,,,,,,,,,,,,,
,,,,,,,,,RY,R,WEB,L,,,,,,,,,,,,,,
,,,,,,,,,RYR,R,,L,,,,,,,,,,,,,,
,,3/12/16,12:13 pm,19,31,RWY,4,0,RWY,G,,L/AB,1,RBW,G,,,,,,,,,,0,
,,,,,,,,,RYG,R,,L/H,,,,,,,,,,,,,,
,,,,,,,,,GWG,G,,W/T,,,,,,,,,,,,,,
,,,,,,,,,GWR,G,,W/T,,,,,,,,,,,,,,
,,3/13/16,3:32 pm,20,1,RY,9,0,RY,DOWN,,W/H,1,RBY,R,,,,,,,,,,0,
,,,,,,,,,RWB,R,,L/H,,,,,,,,,,,,,,
,,,,,,,,,GYW,R,,T,,,,,,,,,,,,,,
,,,,,,,,,RBY,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GYG,G,,W,,,,,,,,,,,,,,
,,,,,,,,,GYR,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RB,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RBW,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,AB,,,,,,,,,,,,,,
,,3/14/16,,21,11,RWR,7,0,RWR,G,,AN,4,RY,G,,,,,,,,,,0,
,,,,,,,,1,RR,G,,H,,GYBl,G,,,,,,,,,,,
,,,,,,,,2,GYG,R,,L,,RYR,G,,,,,,,,,,,
,,,,,,,,3,RWG,G,,L,,GWR,R,,,,,,,,,,,
,,,,,,,,3,GWG,R,,T,,,,,,,,,,,,,,
,,,,,,,,3,RB,R,,H,,,,,,,,,,,,,,
,,,,,,,,107,RYG,G,,AN,,,,,,,,,,,,,,
,,3/15/16,3:10 pm,22,31,RW,4,0,RW,R,,W,1,GWG,UP,, -RW,,WEB,,R,180,360,,3,
,,,,,,,,19,RB,R,WEB,L,,,,, -GWR,,,,,,,,,
,,,,,,,,67,RY,G,WEB,W,,,,, +GWR,R,,,,,,,,
,,,,,,,,112,GWR,R,,AB,,,,, +RW,,,T,,,,,,
,,,,,,,,,,,,,,,,, -RW,,WEB,,,,,,,
,,3/16/16,11:25 am,23,10,GYG,6,0,GYG,G,,L,6,RY,R,,,,,,,,,,0,
,,,,,,,,,RYG,G,,W,,RYB,R,,,,,,,,,,,
,,,,,,,,,GW,G,,AB,,R_,R,,,,,,,,,,,
,,,,,,,,,RWY,G,,H,,GWR,G,,,,,,,,,,,
,,,,,,,,,RYR,R,,W/AB,,GYBl,G,,,,,,,,,,,
,,,,,,,,,RWB,R,,L,,RBR,G,,,,,,,,,,,
,,3/17/16,2:15 pm,24,25,RYG,3,0,RYG,R,WEB,W,6,RYG,R,, -RB,,WEB,,,,,,0,
,,,,,,,,35,GWR,G,TP-G/WEB,W,,RYR,R,, +RB,,,AB,,,,,,
,,,,,,,,89,RB,R,,L,,R_,R,,,,,,,,,,,
,,,,,,,,,,,,,,RWY,G,,,,,,,,,,,
,,,,,,,,,,,,,,RBR,G,,,,,,,,,,,
,,,,,,,,,,,,,,GYG,G,,,,,,,,,,,
,,3/18/16,10:00 am,25,19,RYG,4,0,RYG,R,,W,5,RBR,G,, -RR,,WEB,,,,,,0,
,,,,,,,,1,RYR,G,,W,,RWB,R,, -RYR,,WEB,,,,,,,
,,,,,,,,30,RR,R,,AN,,R_,R,, +RYR,,,AN,,,,,,
,,,,,,,,,GYR,G,,W,,GWR,R,, -RYG,,,,,,,,,
,,,,,,,,,,,,,,GYG,G,WEB, -RYB,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
