frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat of attackers,Activity**,Attacking part,No of comers,Id of comers,Retreat of comers,Activity,Coming and Going back,Retreat of coming and going back,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks,
,,,,,,,,,RYBl,R,,L,,RWB,R,,,,,,,,,,,,
,,,,,,,,,GG,R,,L,,GRB,R,,,,Does not exist,,,,,,,,
,,,,,,,,,,,,,,GB ,G,,,,,,,,,,,,
,,,,,,,,,,,,,,GWG,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GW,R,,,,,,,,,,,,
17,SCDR,2/18/16,2:45 PM,8,72,RBY,4,0,RBY,R,,L,4,GWG,R,, -GB,,,,-,,,,0,,
,,,,,,,,,GB,R,,L,,GG,R,, -RBY,,WEB,,,,,,,,
,,,,,,,,,GYBl,G,TP-UP,L,,RYG,R,,,,,,,,,,,,
,,,,,,,,,RYB,R,,L,,RBl,R,,,,,,,,,,,,
17,SCDR,2/19/16,3:50 PM,9,13,RWB,5,0,RWB,G,TP-G,L,2,GWBl,G,, -RYB,,,,-,,,,0,,
,,,,,,,,,GYW,R,TP,W,,RWBl,R,,,,,,,,,,,,
,,,,,,,,,RBl,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,RYB,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,GWG,G,,AB,,,,,,,,,,,,,,,
17,SCDR,2/20/16,12:19 PM,10,32,RWY,8,0,RWY,G,,W,1,GB,G,, -GYW,,,,-,,,,0,,
,,,,,,,,,RBl,R,,L,,,,, -GYBl,,,,,,,,,,
,,,,,,,,,RYG,R,,H,,,,,,,,,,,,,,,
,,,,,,,,,GYW,G,,H,,,,,,,,,,,,,,,
,,,,,,,,,GYBl,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GYR,R,TP-UP,H,,,,,,,,,,,,,,,
,,,,,,,,,GR,G,,W,,,,,,,,,,,,,,,
,,,,,,,,,RY,G,,AB,,,,,,,,,,,,,,,
17,SCDR,2/22/16,3:10 PM,11,25,GWBl,3,0,GWBl,R,,H,5,GB,G,,,,,,-,,,,0,,
,,,,,,,,,GYG,R,TP-R,L,,GG,G,,,,,,,,,,,,
,,,,,,,,,GR,R,TP-R,L,,RBR,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GYB,R,,,,,,,,,,,,
,,,,,,,,,,,,,,RBl,R,,,,,,,,,,,,
17,SCDR,2/23/16,12:40 PM,12,362,GWB,1,0,GWB,G,TP-G/WEB,H,2,GBR,R,,,,,,G,,,NA,2,,
,,,,,,,,,,,,,,GYBl,R,,,,,,,,,,,,
17,SCDR,2/26/16,3:35 PM,13,5,GYG,6,0,GYG,R, ,L,4,RWY,G,, -GYW,,WEB,,R,,,NA,1,,
,,,,,,,,,GYW,R,,L,,UNMARKED,G,, +GYW,,,AB,,,,,,,
,,,,,,,,,RBY,R,,L/W/H,,GWG,R,,,,,,,,,,,,
,,,,,,,,,RBR,R,,L,,GWB,R,,,,,,,,,,,,
,,,,,,,,,GW,R,,W,,,,,,,,,,,,,,,
,,,,,,,,,GYB,,,H,,,,,,,,,,,,,,,
17,SCDR,2/27/16,12:20 PM,14,20,UNMARKED,5,0,UNMARKED,R,,L,8,GB,G,, -RBY,,WEB,,,,,,0,,
,,,,,,,,,RWG,R,,H,,GYB,G,, +RBY,,,,,,,,,,
,,,,,,,,,RBY,R,,H,,GYW,G,,,,,,,,,,,,
,,,,,,,,,RBl,R,,T,,GYBl,R,,,,,,,,,,,,
,,,,,,,,,GWBl,R,,AB,,GR,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GW,R,,,,,,,,,,,,
,,,,,,,,,,,,,,GWY,R,,,,,,,,,,,,
,,,,,,,,,,,,,,RY,R,WEB,,,,,,,,,,,
17,SCDR,2/29/16,2:25 PM,15,6,GYB,6,0,GYB,R,,L,6,GBR,G,,,,,,,,,,0,,
,,,,,,,,,UNMARKED,R,,H,,GG,G,,,,,,,,,,,,
,,,,,,,,,GWG,G,,H,,RB,G,,,,,,,,,,,,
,,,,,,,,,GW,G,,AB,,RBR,R,,,,,,,,,,,,
,,,,,,,,,RBY,R,,T,,RY,R,,,,,,,,,,,,
,,,,,,,,,GWR,R,,AB,,GB,R,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
