frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat of attackers,Activity**,Attacking part,No of comers,Id of comers,Retreat of comers,Activity,Coming and Going back,Retreat of coming and going back,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks,
,,,,,,,,10,GBW,R,TP-R,L/W,,,,, -RWR,,WEB,,,,,,,,
,,,,,,,,28,GY,R,,H,,,,, +RWR,,,AB,,,,,,,
,,,,,,,,35,GYR,R,,T,,,,,,,,,,,,,,,
27,SCSR,4/22/16,3:33 PM,8,4,RBR,7,0,RBR,R,,L,2,GYR,R,, -RBR,,,,,,,,0,,
,,,,,,,,1,GBW,R,TP-R,T/AB,,RYW,R,, -GWG,,,,,,,,,,
,,,,,,,,2,GWG,R,,W/L,,,,, +GWG,,,AB,,,,,,,
,,,,,,,,2,RYR,R,,AN/AB,,,,, -GBl,,,,,,,,,,
,,,,,,,,2,RBY,R,,H/T,,,,,,,,,,,,,,,
,,,,,,,,3,GBl,R,,,,,,,,,,,,,,,,,
,,,,,,,,176,GYW,G,,AB,,,,,,,,,,,,,,,
27,SCSR,4/22/16,4:18 PM,9,8,RBR,11,0,RBR,TOP,,,3,RWR,G,, -RBR,,,,,,,,0,,
,,,,,,,,0,RYR,TOP,,T,,RYBl,R,, -RBY,,,,,,,,,,
,,,,,,,,0,RBY,R,,H,,GWR,R,, +RBY,,,T,,,,,,,
,,,,,,,,1,GYW,R,,,,,,, -RWB,,,,,,,,,,
,,,,,,,,1,GWG,R,,,,,,, -RBR,,,,,,,,,,
,,,,,,,,2,RB,G,,L,,,,, -GBW,,,,,,,,,,
,,,,,,,,3,RYW,R,,W/AB,,,,, +GBW,,,AB,,,,,,,
,,,,,,,,3,RWB,G,,AB,,,,, +RBY,,,AB,,,,,,,
,,,,,,,,3,GBW,R,TP-R,W/AB,,,,, -GWG,,,,,,,,,,
,,,,,,,,112,RW,,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RYG,,,T,,,,,,,,,,,,,,,
27,SCSR,4/23/16,12:47 PM,10,6,GB,11,0,GB,R,TP-UP,W/T,3,GWG,R,, -RBR,,,,,,,,0,,
,,,,,,,,0,RG,R,,,,GY,G,, -RG,,,,,,,,,,
,,,,,,,,1,RBG,R,,L/AB,,GBW,G,, -RBG,,,,,,,,,,
,,,,,,,,2,RB,G,,L,,,,, -RR,,,,,,,,,,
,,,,,,,,3,GR,G,,H,,,,, +RR,,,AB,,,,,,,
,,,,,,,,20,RR,G,,T/AB,,,,, -RY,,,,,,,,,,
,,,,,,,,26,RBR,G,,W/H,,,,, -RW,,,,,,,,,,
,,,,,,,,84,RY,R,,T/AB,,,,, +RW,,,AB,,,,,,,
,,,,,,,,135,RW,R,,AB,,,,, +RBR,,,H,,,,,,,
,,,,,,,,,RWB,,,T/AB,,,,, -RBR,,,,,,,,,,
,,,,,,,,,RYW,,TP-R,,,,,, +RBG,,,AB,,,,,,,
,,,,,,,,,,,,,,,,, +RY,,,AB,,,,,,,
27,SCSR,4/23/16,2:09 PM,11,4,RWY,11,0,RWY,G,,L,2,RBY,G,, -RBR,,,,,,,,0,,
,,,,,,,,0,RYW,R,,T,,RR,R,, -GB,,,,,,,,,,
,,,,,,,,1,GWY,R,,H,,,,, -RBG,,,,,,,,,,
,,,,,,,,1,GR,R,,AB,,,,, +RBR,,,H,,,,,,,
,,,,,,,,2,GBW,G,,T,,,,, -RBR,,,,,,,,,,
,,,,,,,,2,GB,R,,,,,,, -RWY,,,,,,,,,,
,,,,,,,,2,RB,R,,AB,,,,, -GWG,,,,,,,,,,
,,,,,,,,8,GBl,R,,AB,,,,, -RYW,,,,,,,,,,
,,,,,,,,10,RBR,G,,AB,,,,, +RBY,,,AB,,,,,,,
,,,,,,,,,RBG,R,,AB,,,,, +RBG,,,AB,,,,,,,
,,,,,,,,,GWG,,,H,,,,,,,,,,,,,,,
27,SCSR,4/23/16,2:40 PM,12,23,RBG,5,0,RBG,R,TP-R,L/AN/T,3,GWG,G,, -RY,,WEB,,R,157,,NA,4,,
,,,,,,,,157,RY,R,,W,,RR,R,, -RWB,,,,,,,,,,
,,,,,,,,277,RWY,G,,AB,,GBl,R,,,,,,,,,,,,
,,,,,,,,277,RWB,R,,W/L,,,,,,,,,,,,,,,
,,,,,,,,337,RB,R,TP-R,H,,,,,,,,,,,,,,,
27,SCSR,4/23/16,3:20 PM,13,5,GR,6,0,GR,R,TP-R,T,1,RBR,R,, -GBW,,,,,,,,0,,
,,,,,,,,2,RR,R,WEB,L,,,,, -RR,R,,,,,,,,,
,,,,,,,,3,RWY,R,,AB,,,,, +RR,,,AB,,,,,,,
,,,,,,,,85,GBW,G,,,,,,,,,,,,,,,,,
,,,,,,,,115,GYW,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,415,GBl,R,,AB,,,,,,,,,,,,,,,
27,SCSR,4/23/16,4:00 PM,14,45,GWY,7,0,GWY,R,,AB/H/AB,2,GYG,R,, -RWBl,,,,,,,,0,,
,,,,,,,,1,RWR,G,,AN/L,,RBR,R,, -RBG,,,,,,,,,,
,,,,,,,,3,GBW,G,,T,,,,, -GY,G,,,,,,,,,
,,,,,,,,25,RWBl,G,,,,,,, +GY,,,AB,,,,,,,
,,,,,,,,25,RBG,G,,,,,,,,,,,,,,,,,
,,,,,,,,25,GY,G,,L/T,,,,,,,,,,,,,,,
,,,,,,,,195,RY,R,TP-R,AB,,,,,,,,,,,,,,,
27,SCSR,4/24/16,4:45 PM,15,5,RG,14,0,RG,R,,L,1,GWG,R,, -RG,,,,,,,,0,,
,,,,,,,,0,GR,R,,,,,,, -RYR,,,,,,,,,,
,,,,,,,,1,RWBl,G,,AB,,,,, -GR,,,,,,,,,,
,,,,,,,,1,GBW,G,,AN,,,,, -RY,,,,,,,,,,
,,,,,,,,1,GBY,R,,AB,,,,, +GR,,,,,,,,,,
,,,,,,,,2,RBR,R,,H,,,,, -GG,,,,,,,,,,
,,,,,,,,2,GB,R,,AB,,,,, -GBW,,,,,,,,,,
,,,,,,,,2,RWR,G,,H,,,,, -RWR,,,,,,,,,,
,,,,,,,,3,RYR,G,,,,,,, +RWR,,,,,,,,,,
,,,,,,,,3,RY,R,,,,,,, -GR,,,,,,,,,,
,,,,,,,,3,RBW,G,,,,,,, -RBR,,,,,,,,,,
,,,,,,,,3,GG,,,,,,,, -RWR,,,,,,,,,,
,,,,,,,,,GYW,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
