frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat of attackers,Activity**,Attacking part,No of comers,Id of comers,Retreat of comers,Activity,Coming and Going back,Retreat of coming and going back,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks,
,,,,,,,,,GBG,R,,,,RWR,R,WEB, +GBG,,,H,,,,,,,
,,,,,,,,,GYG,G,,L,,RBl,G,, -RY,,,,,,,,,,
,,,,,,,,,RY,R,,W,,GYBl,G,, -GWY,,WEB,,,,,,,,
,,,,,,,,,RWG,R,TP-R,T/W/T,,GBY,G,, -GYG,,,,,,,,,,
,,,,,,,,,,,,,,RYR,G,, -RWG,,,,,,,,,,
,,,,,,,,,,,,,,,,, +RWG,,,L,,,,,,,
30,DC,5/13/16,4:55 PM,10,8,GWY,8,0,GWY,R,,L/T,4,RWB,R,, -GWR,,,,,,,,0,,
,,,,,,,,,RBY,R,,AB/T,,GYBl,R,, -RYBl,,,,,,,,,,
,,,,,,,,,GBY,G,TP-G,AB,,GB,G,, +RYBl,,,AB,,,,,,,
,,,,,,,,,RBl,R,,H,,RYG,G,,,,,,,,,,,,
,,,,,,,,,RBW,R,TP-R,AN/H,,,,,,,,,,,,,,,
,,,,,,,,,RYBl,G,,T,,,,,,,,,,,,,,,
,,,,,,,,,GWR,R,,W/AB,,,,,,,,,,,,,,,
,,,,,,,,,RWBl,R,,,,,,,,,,,,,,,,,
30,DC,5/14/16,12:42 PM,11,6,GYB,8,0,GYB,R,,W/T,4,GBW,R,, -RYR,,,,G,329,,NA,3,,
,,,,,,,,,RYR,G,,AB,,GG,G,, -GYB,,,,,,,,,,
,,,,,,,,,GYBl,R,,L,,GBR,G,, -GYBl,,,,,,,,,,
,,,,,,,,,GBG,G,,L,,GR,G,, -GBG,,,,,,,,,,
,,,,,,,,,GWR,G,,W/AB,,,,, -GWR,,,,,,,,,,
,,,,,,,,,RBY,G,TP-G,AN,,,,, -RWR,,,,,,,,,,
,,,,,,,,,RWR,R,,L,,,,, -RWG,,,,,,,,,,
,,,,,,,,,RWG,G,,,,,,, +RYR,,TP-G,H,,,,,,,
,,,,,,,,,,,,,,,,, +RWB,,,T,,,,,,,
,,,,,,,,,,,,,,,,, +GBG,,,W/AB,,,,,,,
,,,,,,,,,,,,,,,,, +GYBl,,,AB,,,,,,,
,,,,,,,,,,,,,,,,, +RWG,,TP-R,W/AB/T,,,,,,,
,,,,,,,,,,,,,,,,, -GYBl,,,,,,,,,,
,,,,,,,,,,,,,,,,, -RBY,,,,,,,,,,
,,,,,,,,,,,,,,,,, +GYBl,,,AB,,,,,,,
,,,,,,,,,,,,,,,,, +RWR,,,AB,,,,,,,
,,,,,,,,,,,,,,,,, -RWG,,,,,,,,,,
,,,,,,,,,,,,,,,,, +RWG,,TP-G,H,,,,,,,
30,DC,5/14/16,2:11 PM,12,3,GB,8,0,GB,R,,W,8,RBl,G,, -RBW,,,,R,250,,,0,,
,,,,,,,,,GW,R,,L,,GR,G,, -RWG,G,,,,,,,,,
,,,,,,,,,RWG,R,,L,,GBR,G,, -RG,,,,,,,,,,
,,,,,,,,,RG,G,,,,GBG,R,, -GB,,,,,,,,,,
,,,,,,,,,GYW,G,,H,,RBR,R,, +GB,,TP-R,T,,,,,,,
,,,,,,,,,RYG,R,TP-DOWN,AN,,GWY,R,, -RG,,,,,,,,,,
,,,,,,,,,RBW,R,,W,,GYR,R,, -GYW,,,,,,,,,,
,,,,,,,,,RWR,R,,H,,RB,R,, -GW,,,,,,,,,,
,,,,,,,,,,,,,,,,, +GYW,,,T,,,,,,,
,,,,,,,,,,,,,,,,, +RBW,,,T,,,,,,,
,,,,,,,,,,,,,,,,, +RWG,,,H,,,,,,,
,,,,,,,,,,,,,,,,, +GW,,,AB,,,,,,,
,,,,,,,,,,,,,,,,, +GB,,,T,,,,,,,
30,DC,5/14/16,2:57 PM,13,4,GB,8,0,GB,R,TP-R,T,6,GWR,R,, -RBY,,,,R,195,578,383,4,,
,,,,,,,,,RWR,R,TP-R,AB,,GWY,R,, -GW,,,,,,,,,,
,,,,,,,,,RBY,G,,AB,,GYW,R,, -RWG,,,,,,,,,,
,,,,,,,,,GYBl,G,TP-G,AB,,GYG,R,, -GYBl,,,,,,,,,,
,,,,,,,,,GW,R,TP-G/R,T,,GR,G,, -RWR,,,,,,,,,,
,,,,,,,,,RWG,R,TP-G,T,,RYB,G,, +RWR,,,T,,,,,,,
,,,,,,,,,RYG,R,,AB,,,,, +GW,,,H,,,,,,,
,,,,,,,,,RBl,G,,AB,,,,, +RWG,,,H,, ,,,,,
,,,,,,,,,,,,,,,,, -RWR,,,,,,,,,,
,,,,,,,,,,,,,,,,, -RYG,,,,,,,,,,
,,,,,,,,,,,,,,,,, -RBl,,,,,,,,,,
,,,,,,,,,,,,,,,,, +RWR,,,T,,,,,,,
,,,,,,,,,,,,,,,,, +RBl,,,T,,,,,,,
30,DC,5/14/16,3:26 PM,14,3,GBG,3,0,GBG,R,TP-R,T,5,GWBl,R,, -GWR,,,,R,273,334,61,4,,
,,,,,,,,3,GYBl,R,TP-R,H,,RYR,R,, +GWR,,,AB,,,,,,,
,,,,,,,,11,GWR,G,,L,,RWG,R,, -GYBl,,,,,,,,,,
,,,,,,,,,,,,,,GYB,G,, +GYBl,,,AB,, ,,,,,
,,,,,,,,,,,,,,RWBl,G,, -GWR,,,,,,,,,,
,,,,,,,,,,,,,,,,, -GYBl,,,,,,,,,,
30,DC,5/14/16,4:23 PM,15,3,GY,6,0,GY,G,,L,4,GYBl,G,, -GY,,,,R,132,182,50,4,,
,,,,,,,,,GWR,G,,,,RYBl,G,, -GWR,,,,,,,,,,
,,,,,,,,,GB,R,,T,,GBl,G,, -GB,,,,,,,,,,
,,,,,,,,,GWBl,R,,,,RBl,R,, -GWBl,,,,,,,,,,
,,,,,,,,,GYG,R,TP-R,T,,,,, -RWG,,,,,,,,,,
,,,,,,,,,RWG,G,,AN,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
