frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat of attackers,Activity**,Attacking part,No of comers,Id of comers,Retreat of comers,Activity,Coming and Going back,Retreat of coming and going back,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks,
,,,,,,,,,GYG,R,TP-R,W,,GYB,G,,,,,,,,,,,,
,,,,,,,,,RWG,G,,L,,GWBl,R,,,,,,,,,,,,
,,,,,,,,,,,,,,RBY,R,,,,,,,,,,,,
18,SCDR,2/15/16,3:25 PM,5,10,RY,9,0,RY,G,,L,4,GWG,R,, -RBY,,,,0,,,,0,,
,,,,,,,,,RBY,G,,T,,RWB,R,, +RBY,,,L,,,,,,,
,,,,,,,,,RWBl,R,,H,,RBR,R,, -RYBl,R,,,,,,,,,
,,,,,,,,,RYG,G,TP-G,W,,GY ,G,, -RG,G,,,,,,,,,
,,,,,,,,,RG,G,,W,,,,, -RY,R,,,,,,,,,
,,,,,,,,,RYW,R,,H,,,,, +RG,,,AB,,,,,,,
,,,,,,,,,RYBl,G,,AB,,,,, -GYW,R,,,,,,,,,
,,,,,,,,,GYW,R,,T,,,,, +RYBl,,,AB,,,,,,,
,,,,,,,,,GYBl,R,,T,,,,, -RWBl,R,,,,,,,,,
,,,,,,,,,,,,,,,,, +GYW,,,AB,,,,,,,
18,SCDR,2/16/16,4:20 PM,6,7,RYBl,6,0,RYBl,R,TP-R,AB,8,RY,R,, -GBY,,WEB,,R,,,NA,4,,
,,,,,,,,,RBR,R,,AB,,RBl,R,, -GYR,,,,,,,,,,
,,,,,,,,,GYR,R,,AB,,GG,R,, +GYR,,,,,,,,,,
,,,,,,,,,RB,R,,L,,RYB,G,WEB,,,,,,,,,,,
,,,,,,,,,GBY,G,,W,,RWY,G,,,,,,,,,,,,
,,,,,,,,,GWBl,R,,L,,GY,G,,,,,,,,,,,,
,,,,,,,,,,,,,,RR,R,WEB,,,,,,,,,,,
,,,,,,,,,,,,,,RWBl,G,WEB,,,,,,,,,,,
18,SCDR,2/17/16,10:05 AM,7,7,GYB,9,0,GYB,R,,L,3,RW,R,, -RBl,,,,,,,,0,,
,,,,,,,,,GB,R,TP-G,W,,GW,R,, -GYR,,,,,,,,,,
,,,,,,,,,RWY,R,,W,,RYG,R,, +GYR,,,AB,,,,,,,
,,,,,,,,,RBl,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RR,R,TP-R,H,,,,,,,,,,,,,,,
,,,,,,,,,RG,R,TP-R,L/T,,,,,,,,,,,,,,,
,,,,,,,,,RYBl,R,TP-R,T,,,,,,,,,,,,,,,
,,,,,,,,,GYR,R,,,,,,,,,,,,,,,,,
,,,,,,,,,GY,R,,H,,,,,,,,,,,,,,,
18,SCDR,2/19/16,4:30 PM,8,29,RYW,9,0,RYW,G,,W,1,GW,R,, -GYBl,,,,R,,,NA,1,,
,,,,,,,,,RG,R,WEB,L,,,,, -GB,,,,,,,,,,
,,,,,,,,,GWBl,R,TP-R,H/L,,,,, -RG,,WEB,,,,,,,,
,,,,,,,,,GYBl,R,TP-R,T,,,,, +RG,,,,,,,,,,
,,,,,,,,,GB,G,,L,,,,, +GYBl,,,,,,,,,,
,,,,,,,,,GR,G,,L, ,,,, -RYW,,,,,,,,,,
,,,,,,,,,RWB,R,,L,,,,, +RYW,,,,,,,,,,
,,,,,,,,,RR,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,GBl,R,,T,,,,,,,,,,,,,,,
18,SCDR,2/20/16,11:48 AM,9,12,RWR,10,0,RWR,R,,L,5,RWB,R,, -GBl,,,,R,,,NA,1,,
,,,,,,,,,RR,R,,H,,GYG,R,, +GBl,,,,,,,,,,
,,,,,,,,,GBG,R,,H,,RYW,G,,,,,,,,,,,,
,,,,,,,,,RWY,G,,L,,RW,G,,,,,,,,,,,,
,,,,,,,,,GR,G,,W,,GG,G,,,,,,,,,,,,
,,,,,,,,,RBl,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,GBl,R,,L,,,,,,,,,,,,,,,
,,,,,,,,,RY,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GBR,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GWBl,R,,AB,,,,,,,,,,,,,,,
18,SCDR,2/22/16,3:31 PM,10,2,RB,7,0,RB,R,TP-R,W,5,GYBl,R,, -GYG,,WEB,,R,,,NA,1,,
,,,,,,,,,GB,R,,W,,RYBl,R,, +GYG,,,AB,,,,,,,
,,,,,,,,,GYG,R,,L,,RBR,R,, -GB,,,,,,,,,,
,,,,,,,,,GYW,G,,L,,RY,G,, +GB,,,AB,,,,,,,
,,,,,,,,,GBG,G,,AN,,GR,R,, -GYG,,,,,,,,,,
,,,,,,,,,GWBl,R,TP-R,AB,,,,, +GYG,,,AB,,,,,,,
,,,,,,,,,GBR,R,,T,,,,,,,,,,,,,,,
18,SCDR,2/23/16,11:55 AM,11,2,RG,5,0,RG,G,,L,3,RYBl,R,,,,,,G,172,,NA,1,,
,,,,,,,,,RR,R,,L,,GWG,G,,,,,,,,,,,,
,,,,,,,,,GYBl,G,,T,,RB,G,,,,,,,,,,,,
,,,,,,,,,GBY,G,TP-G,T,,,,,,,,,,,,,,,
,,,,,,,,,GBR,R,,L,,,,,,,,,,,,,,,
18,SCDR,2/26/16,3:06 PM,12,19,RW,9,0,RW,G,,W/T,3,GBY,R,, - RR,,,,R,,,NA,3,,
,,,,,,,,,RY,R,,AB,,RB,R,, + RR,,,T,,,,,,,
,,,,,,,,,RYBl,R,,AB,,RBl,G,, - RY,,,,,,,,,,
,,,,,,,,,GR,G,,L/W,,,,, - RYBl,,,,,,,,,,
,,,,,,,,,RR,R,,W,,,,, - RW,,,,,,,,,,
,,,,,,,,,RG,R,,AB/L,,,,,,,,,,,,,,,
,,,,,,,,,RYG,R,TP-R,L,,,,,,,,,,,,,,,
,,,,,,,,,RWY,G,,T,,,,,,,,,,,,,,,
,,,,,,,,,GWBl,R,,T,,,,,,,,,,,,,,,
18,SCDR,2/29/16,12:30 PM,13,10,RB,9,0,RB,R,,W,5,GYG,R,, - RB,R,,, -,,,,0,,
,,,,,,,,,RR,R,,L,,G_,R,, - RR,R,,,,,,,,,
,,,,,,,,,GR,G,,H,,GB,G,, - GR,R,,,,,,,,,
,,,,,,,,,RW,G,,AB,,GBY,R,, + RR,,,L,,,,,,,
,,,,,,,,,RWY,G,,H,,GYW,R,,,,,,,,,,,,
,,,,,,,,,RBl,R,,H/T,,,,,,,,,,,,,,,
,,,,,,,,,GYBl,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,476,GWG,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,488,RY,R,,AB,,,,,,,,,,,,,,,
18,SCDR,3/2/16,4:06 PM,14,80,GR,3,0,GR,G,TP-G,W,2,RYBl,R,,,,,,UP,,,NA,1,,
,,,,,,,,91,RBl,R,,W,,RW,R,,,,,,,,,,,,
,,,,,,,,124,RWY,UP,,W,,,,,,,,,,,,,,,
18,SCDR,3/3/16,10:30 AM,15,28,GYG,11,0,GYG,R,,L/T,3,RYB,R,, - GYG,,,,-,,,,0,,
,,,,,,,,,RYG,G,TP-G,H,,GY,R,, - RYG,,,,,,,,,,
,,,,,,,,,RR,R,,L,,RWB,G,, + GYG,,,T,,,,,,,
,,,,,,,,,GBR,G,,H,,,,, - RY ,,,,,,,,,,
,,,,,,,,,GR,G,,W,,,,, + RYG,,,AB,,,,,,,
,,,,,,,,,GBG,R,,L,,,,, + RY ,,,,,,,,,,
,,,,,,,,,RB,G,,AB,,,,, - RYBl,,,,,,,,,,
,,,,,,,,,RY,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RYBl,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,,RBl,G,,AB,,,,,,,,,,,,,,,
,,,,,,,,,GYW,R,,AB,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
